IT_NO ID WAGE_OFFER NO_EMPLOYEES EMPLOYEES_NEEDED SALES INVENTORY PRODUCTION_CURRENT PRODUCTION_PLAN UNIT_GOODS_PRICE
21 29 5.000000 55 55 50351 16749 55000 49500 0.005600
21 30 5.000000 53 53 50145 13655 53000 47700 0.005599
21 25 5.000000 52 52 54068 8632 52000 46800 0.005600
21 20 5.000000 54 54 59839 5061 54000 54661 0.005600
21 15 5.000000 67 67 49191 32209 67000 60300 0.005599
21 11 5.000000 56 56 44951 23249 56000 50400 0.005600
21 10 5.000000 40 40 46610 1790 40000 41142 0.005601
41 10 5.055830 42 42 41790 0 42000 42793 0.005658
41 20 5.055830 55 55 54527 4534 55000 49500 0.005656
41 23 5.055830 46 46 43000 0 46000 46259 0.005656
41 9 5.055830 49 49 53040 0 49000 50868 0.005661
41 7 5.055830 51 51 51632 0 51000 52158 0.005659
41 8 5.000000 45 45 62988 0 45000 49857 0.005611
41 12 5.000000 45 45 50756 8808 45000 40500 0.005611
41 13 5.000000 48 48 53799 13164 48000 43200 0.005609
41 14 5.000000 42 42 51602 0 42000 44952 0.005612
41 16 5.000000 59 59 61535 29262 59000 53100 0.005608
41 17 5.000000 53 53 58886 23107 53000 47700 0.005608
41 18 5.000000 44 44 54248 6707 44000 45378 0.005610
41 19 5.000000 52 52 54584 21957 52000 46800 0.005608
41 21 5.000000 57 57 59506 36796 57000 51300 0.005608
41 22 5.000000 48 48 55727 4167 48000 49128 0.005611
41 24 5.000000 54 54 54144 25448 54000 48600 0.005607
41 26 5.000000 44 44 52173 6559 44000 44978 0.005610
41 27 5.000000 41 41 51475 0 41000 44124 0.005610
41 28 5.000000 55 55 67013 25233 55000 49500 0.005608
41 29 5.000000 50 50 68128 3621 50000 53263 0.005612
41 30 5.000000 48 48 62926 3729 48000 50612 0.005611
41 25 5.000000 47 47 60632 0 47000 50938 0.005612
41 15 5.000000 61 61 57330 41879 61000 54900 0.005607
41 11 5.000000 51 51 57436 21813 51000 45900 0.005608
61 15 5.000000 55 55 73274 29605 55000 49500 0.005578
61 16 5.000000 54 54 67590 20672 54000 48600 0.005575
61 13 5.000000 44 44 60388 776 44000 47199 0.005562
61 20 5.055830 50 50 59534 0 50000 53097 0.005616
61 9 5.055830 51 51 49000 0 51000 51579 0.005609
61 7 5.055830 53 53 51000 0 53000 53619 0.005608
61 8 5.066323 50 50 45000 0 50000 45000 0.005623
61 14 5.066323 45 45 42000 0 45000 45239 0.005625
61 22 5.066323 50 50 52167 0 50000 51476 0.005627
61 26 5.066323 45 45 50559 0 45000 47122 0.005627
61 29 5.066323 54 54 53621 0 54000 54996 0.005625
61 30 5.066323 51 51 51729 0 51000 52180 0.005625
61 25 5.066323 51 51 47000 0 51000 51139 0.005625
61 27 5.066323 45 45 41000 0 45000 45019 0.005623
61 18 5.066323 46 46 50707 0 46000 47955 0.005626
61 23 5.055830 47 47 46000 0 47000 47719 0.005608
61 10 5.055830 43 43 42000 0 43000 43639 0.005609
61 12 5.000000 41 41 53808 0 41000 44637 0.005562
61 17 5.000000 48 48 66890 9217 48000 50856 0.005569
61 19 5.000000 47 47 73957 0 47000 53870 0.005562
61 21 5.000000 52 52 60272 33524 52000 46800 0.005580
61 24 5.000000 49 49 69838 9610 49000 52206 0.005569
61 28 5.000000 50 50 62209 18024 50000 45000 0.005574
61 11 5.000000 46 46 68790 4023 46000 50155 0.005566
81 28 5.000000 45 45 68024 0 45000 50965 0.005569
81 21 5.000000 47 47 85524 0 47000 56415 0.005569
81 16 5.000000 49 49 74672 0 49000 55627 0.005568
81 15 5.000000 50 50 84605 0 50000 58612 0.005568
81 7 5.055830 54 54 53000 0 54000 54859 0.005608
81 26 5.066323 48 48 45000 0 48000 48299 0.005624
81 29 5.066323 55 55 54000 0 55000 55879 0.005624
81 30 5.066323 53 53 51000 0 53000 53619 0.005623
81 25 5.066323 52 52 51000 0 52000 52819 0.005624
81 27 5.066323 46 46 45000 0 46000 46699 0.005622
81 18 5.066323 48 48 46000 0 48000 48519 0.005624
81 10 5.055830 44 44 43000 0 44000 44659 0.005608
81 12 5.088589 45 45 41000 0 45000 45019 0.005654
81 17 5.088589 51 51 57217 0 51000 53387 0.005655
81 19 5.088589 54 54 47000 0 54000 48600 0.005651
81 24 5.088589 53 53 58610 0 53000 55294 0.005654
81 11 5.088589 51 51 50023 0 51000 51804 0.005654
81 23 5.055830 48 48 47000 0 48000 48739 0.005607
81 22 5.066323 52 52 50000 0 52000 52599 0.005624
81 14 5.066323 46 46 45000 0 46000 46699 0.005624
81 9 5.055830 52 52 51000 0 52000 52819 0.005608
81 20 5.055830 54 54 50000 0 54000 54199 0.005612
81 13 5.088589 48 48 44776 0 48000 48250 0.005653
81 8 5.066323 45 45 50000 0 45000 46999 0.005628
101 28 5.108583 51 51 45000 0 51000 45900 0.005680
101 21 5.108583 57 57 47000 0 57000 51300 0.005676
101 16 5.108583 56 56 49000 0 56000 50400 0.005679
101 15 5.108583 59 59 50000 0 59000 53100 0.005677
101 7 5.108583 55 55 54000 0 55000 55879 0.005665
101 26 5.066323 49 49 48000 0 49000 49759 0.005623
101 29 5.066323 56 56 55000 0 56000 56899 0.005623
101 30 5.066323 54 54 53000 0 54000 54859 0.005623
101 25 5.066323 53 53 52000 0 53000 53839 0.005623
101 27 5.066323 47 47 46000 0 47000 47719 0.005621
101 18 5.066323 49 49 48000 0 49000 49759 0.005623
101 10 5.108583 45 45 44000 0 45000 45679 0.005665
101 12 5.088589 46 46 45000 0 46000 46699 0.005653
101 17 5.088589 54 54 51000 0 54000 54419 0.005652
101 24 5.088589 56 56 53000 0 56000 56459 0.005651
101 11 5.088589 52 52 51000 0 52000 52819 0.005653
101 23 5.108583 49 49 48000 0 49000 49759 0.005664
101 14 5.066323 47 47 46000 0 47000 47719 0.005623
101 9 5.108583 53 53 52000 0 53000 53839 0.005666
101 20 5.108583 55 55 54000 0 55000 55879 0.005669
101 13 5.088589 49 49 48000 0 49000 49759 0.005652
101 8 5.066323 47 47 45000 0 47000 47499 0.005626
101 22 5.066323 53 53 52000 0 53000 53839 0.005623
101 19 5.088589 49 49 54000 0 49000 51079 0.005657
121 30 5.135796 55 55 42330 11670 55000 49500 0.005685
121 29 5.135796 57 57 42589 13411 57000 51300 0.005685
121 15 5.108583 54 54 49602 9398 54000 48600 0.005682
121 16 5.108583 51 51 47061 8939 51000 45900 0.005684
121 21 5.108583 52 52 47800 9200 52000 46800 0.005681
121 28 5.108583 46 46 46256 4744 46000 41400 0.005686
121 7 5.108583 56 56 55000 0 56000 56899 0.005664
121 10 5.108583 46 46 45000 0 46000 46699 0.005664
121 12 5.088589 47 47 46000 0 47000 47719 0.005651
121 17 5.088589 55 55 54000 0 55000 55879 0.005651
121 24 5.088589 57 57 56000 0 57000 57919 0.005650
121 23 5.108583 50 50 48820 180 50000 45000 0.005663
121 20 5.108583 56 56 46722 8278 56000 50400 0.005668
121 13 5.088589 50 50 48717 283 50000 45000 0.005651
121 8 5.135796 48 48 46283 717 48000 43200 0.005700
121 22 5.135796 54 54 53000 0 54000 54859 0.005699
121 19 5.088589 52 52 45223 3777 52000 46800 0.005654
121 9 5.108583 54 54 49134 3866 54000 48600 0.005665
121 14 5.135796 48 48 47000 0 48000 48739 0.005698
121 11 5.088589 53 53 48484 3516 53000 47700 0.005652
121 18 5.135796 50 50 49000 0 50000 50779 0.005698
121 27 5.135796 48 48 47000 0 48000 48739 0.005697
121 25 5.135796 54 54 49716 3284 54000 48600 0.005694
121 26 5.135796 50 50 46418 2582 50000 45000 0.005695
141 7 5.108583 57 57 47780 8220 57000 51300 0.005663
141 12 5.158796 48 48 47000 0 48000 48739 0.005728
141 17 5.158796 56 56 54978 22 56000 50400 0.005727
141 24 5.158796 58 58 57000 0 58000 58939 0.005726
141 27 5.135796 49 49 48000 0 49000 49759 0.005696
141 18 5.135796 51 51 50000 0 51000 51799 0.005697
141 14 5.135796 49 49 48000 0 49000 49759 0.005697
141 22 5.135796 55 55 54000 0 55000 55879 0.005698
141 10 5.108583 47 47 46000 0 47000 47719 0.005663
141 30 5.135796 50 50 55717 10953 50000 45000 0.005700
141 29 5.135796 52 52 48993 21418 52000 46800 0.005698
141 15 5.108583 49 49 56160 7238 49000 44100 0.005688
141 16 5.108583 46 46 54012 5927 46000 47009 0.005691
141 21 5.108583 47 47 61200 0 47000 51063 0.005688
141 28 5.108583 42 42 50628 116 42000 43713 0.005693
141 23 5.108583 45 45 50180 0 45000 47039 0.005668
141 20 5.108583 51 51 53830 10448 51000 45900 0.005672
141 13 5.088589 45 45 50283 0 45000 47062 0.005657
141 8 5.135796 44 44 48717 0 44000 45917 0.005706
141 19 5.088589 47 47 55777 0 47000 49870 0.005659
141 9 5.108583 49 49 53533 4333 49000 49473 0.005669
141 11 5.088589 48 48 56516 0 48000 50833 0.005657
141 25 5.135796 49 49 57284 0 49000 51802 0.005703
141 26 5.135796 45 45 50451 2131 45000 45877 0.005703
161 20 5.108583 46 46 57772 3676 46000 47986 0.005678
161 15 5.108583 45 45 47165 9073 45000 40500 0.005694
161 17 5.158796 51 51 44111 11911 51000 45900 0.005732
161 7 5.108583 52 52 53539 11681 52000 46800 0.005667
161 24 5.158796 59 59 49067 8933 59000 53100 0.005726
161 27 5.135796 50 50 49000 0 50000 50779 0.005695
161 14 5.135796 50 50 47158 1842 50000 45000 0.005697
161 22 5.135796 56 56 54493 507 56000 50400 0.005697
161 16 5.169701 48 48 51790 137 48000 48744 0.005756
161 21 5.169701 52 52 47000 0 52000 46800 0.005749
161 28 5.169701 44 44 42116 0 44000 44465 0.005757
161 23 5.169701 48 48 45000 0 48000 48299 0.005732
161 13 5.169701 48 48 45000 0 48000 48299 0.005742
161 19 5.169701 50 50 47000 0 50000 50339 0.005745
161 9 5.169701 50 50 45281 8052 50000 45000 0.005726
161 11 5.169701 51 51 48000 0 51000 51359 0.005743
161 25 5.135796 52 52 49000 0 52000 52379 0.005700
161 26 5.135796 46 46 47131 0 46000 47168 0.005703
161 8 5.135796 46 46 44000 0 46000 46479 0.005704
161 10 5.169701 48 48 47000 0 48000 48739 0.005729
161 18 5.135796 52 52 51000 0 52000 52819 0.005696
161 12 5.158796 49 49 47481 519 49000 44100 0.005727
161 30 5.135796 45 45 60504 449 45000 48055 0.005709
161 29 5.135796 47 47 50270 23148 47000 42300 0.005706
181 24 5.158796 54 54 42480 25453 54000 48600 0.005730
181 12 5.158796 45 45 47696 1823 45000 45356 0.005731
181 9 5.169701 45 45 45916 12136 45000 40500 0.005738
181 21 5.169701 47 47 49328 2672 47000 42300 0.005755
181 14 5.135796 45 45 51842 0 45000 47405 0.005702
181 17 5.158796 46 46 49306 13605 46000 41400 0.005737
181 20 5.194281 48 48 44303 5373 48000 43200 0.005761
181 16 5.169701 49 49 46995 1142 49000 44100 0.005755
181 28 5.169701 45 45 44000 0 45000 45679 0.005755
181 23 5.169701 49 49 48000 0 49000 49759 0.005731
181 13 5.169701 49 49 48000 0 49000 49759 0.005741
181 19 5.169701 51 51 49043 957 51000 45900 0.005744
181 11 5.169701 52 52 43833 7167 52000 46800 0.005742
181 26 5.194281 48 48 43986 2014 48000 43200 0.005762
181 8 5.194281 47 47 46000 0 47000 47719 0.005767
181 30 5.194281 49 49 45449 0 49000 49198 0.005769
181 18 5.194281 53 53 45876 6124 53000 47700 0.005753
181 10 5.169701 49 49 46083 1917 49000 44100 0.005728
181 25 5.194281 53 53 52000 0 53000 53839 0.005763
181 27 5.194281 51 51 48488 1512 51000 45900 0.005756
181 15 5.108583 41 41 48355 5718 41000 41899 0.005702
181 7 5.108583 47 47 56540 7141 47000 48193 0.005672
181 22 5.135796 51 51 43049 13458 51000 45900 0.005701
181 29 5.135796 43 43 61075 9073 43000 45707 0.005714
201 22 5.135796 46 46 54782 9676 46000 41400 0.005706
201 27 5.194281 46 46 52512 0 46000 48352 0.005763
201 10 5.169701 45 45 50917 0 45000 47201 0.005732
201 26 5.194281 44 44 50014 0 44000 46202 0.005769
201 11 5.169701 47 47 50220 8947 47000 42300 0.005747
201 21 5.169701 43 43 49672 0 43000 45327 0.005762
201 9 5.169701 41 41 57136 0 41000 45369 0.005746
201 12 5.211060 46 46 46823 0 46000 47100 0.005787
201 23 5.169701 50 50 49000 0 50000 50779 0.005730
201 13 5.169701 50 50 48756 244 50000 45000 0.005740
201 30 5.194281 50 50 49000 0 50000 50779 0.005768
201 15 5.211060 42 42 46718 0 42000 43877 0.005814
201 7 5.211060 49 49 54141 0 49000 51110 0.005783
201 29 5.211060 46 46 52073 0 46000 48255 0.005794
201 25 5.194281 54 54 53000 0 54000 54859 0.005762
201 8 5.194281 48 48 47000 0 48000 48739 0.005766
201 28 5.169701 46 46 45000 0 46000 46699 0.005754
201 14 5.211060 48 48 45000 0 48000 48299 0.005781
201 24 5.158796 49 49 56627 22826 49000 44100 0.005735
201 17 5.158796 42 42 50574 9031 42000 37800 0.005744
201 20 5.194281 44 44 51635 1738 44000 45353 0.005775
201 16 5.169701 45 45 48381 1761 45000 45500 0.005760
201 19 5.169701 46 46 51957 0 46000 48230 0.005750
201 18 5.194281 48 48 52310 6814 48000 43200 0.005763
221 18 5.194281 44 44 54814 0 44000 47258 0.005769
221 17 5.158796 38 38 51031 0 38000 41626 0.005752
221 13 5.169701 45 45 50244 0 45000 47053 0.005746
221 22 5.135796 42 42 55676 0 42000 45848 0.005713
221 27 5.194281 49 49 46000 0 49000 49319 0.005760
221 10 5.233376 48 48 45000 0 48000 48299 0.005799
221 26 5.194281 47 47 44000 0 47000 47279 0.005766
221 21 5.233376 46 46 43000 0 46000 46259 0.005827
221 12 5.211060 48 48 46000 0 48000 48519 0.005785
221 23 5.233376 51 51 50000 0 51000 51799 0.005799
221 30 5.194281 51 51 50000 0 51000 51799 0.005766
221 7 5.211060 52 52 49000 0 52000 52379 0.005780
221 25 5.194281 55 55 54000 0 55000 55879 0.005762
221 8 5.194281 49 49 46577 1423 49000 44100 0.005765
221 28 5.233376 47 47 46000 0 47000 47719 0.005823
221 14 5.211060 49 49 48000 0 49000 49759 0.005780
221 20 5.194281 46 46 45738 0 46000 46862 0.005773
221 16 5.233376 46 46 46761 0 46000 47087 0.005829
221 19 5.233376 49 49 46000 0 49000 49319 0.005816
221 29 5.211060 49 49 46000 0 49000 49319 0.005790
221 15 5.211060 44 44 42000 0 44000 44439 0.005810
221 9 5.233376 46 46 41000 0 46000 41400 0.005810
221 11 5.169701 43 43 50405 5542 43000 43926 0.005753
221 24 5.158796 45 45 50917 20909 45000 40500 0.005740
241 9 5.233376 42 42 42989 3011 42000 37800 0.005815
241 8 5.194281 45 45 50423 0 45000 47092 0.005769
241 13 5.252003 48 48 45000 0 48000 48299 0.005833
241 21 5.233376 47 47 46000 0 47000 47719 0.005825
241 23 5.233376 52 52 51000 0 52000 52819 0.005798
241 28 5.233376 48 48 47000 0 48000 48739 0.005821
241 14 5.211060 50 50 49000 0 50000 50779 0.005779
241 16 5.233376 48 48 46000 0 48000 48519 0.005826
241 29 5.211060 50 50 46219 2781 50000 45000 0.005789
241 11 5.252003 44 44 48542 0 44000 45879 0.005842
241 15 5.211060 45 45 44000 0 45000 45679 0.005808
241 19 5.233376 50 50 41442 7558 50000 45000 0.005815
241 20 5.252003 47 47 46000 0 47000 47719 0.005835
241 25 5.252003 56 56 51320 3680 56000 50400 0.005820
241 7 5.211060 53 53 52000 0 53000 53839 0.005779
241 30 5.252003 52 52 51000 0 52000 52819 0.005829
241 12 5.211060 49 49 48000 0 49000 49759 0.005784
241 26 5.252003 48 48 47000 0 48000 48739 0.005828
241 10 5.233376 49 49 48000 0 49000 49759 0.005798
241 27 5.252003 50 50 49000 0 50000 50779 0.005822
241 22 5.252003 46 46 42000 0 46000 46039 0.005835
241 17 5.252003 42 42 38000 0 42000 37800 0.005848
241 18 5.252003 48 48 44000 0 48000 48079 0.005828
241 24 5.158796 41 41 46094 19815 41000 36900 0.005746
261 24 5.158796 37 37 60815 0 37000 42979 0.005757
261 19 5.233376 45 45 57558 0 45000 48662 0.005821
261 29 5.211060 45 45 52781 0 45000 47611 0.005795
261 23 5.233376 53 53 49075 2925 53000 47700 0.005798
261 28 5.233376 49 49 48000 0 49000 49759 0.005820
261 14 5.278666 51 51 50000 0 51000 51799 0.005853
261 16 5.233376 49 49 47916 84 49000 44100 0.005825
261 11 5.252003 46 46 44000 0 46000 46479 0.005839
261 7 5.278666 54 54 53000 0 54000 54859 0.005853
261 30 5.252003 53 53 48223 3777 53000 47700 0.005828
261 12 5.278666 50 50 49000 0 50000 50779 0.005857
261 26 5.252003 49 49 48000 0 49000 49759 0.005827
261 10 5.233376 50 50 49000 0 50000 50779 0.005797
261 18 5.252003 49 49 48000 0 49000 49759 0.005827
261 22 5.252003 47 47 46000 0 47000 47719 0.005834
261 27 5.252003 51 51 50000 0 51000 51799 0.005822
261 20 5.252003 48 48 47000 0 48000 48739 0.005834
261 15 5.278666 46 46 45000 0 46000 46699 0.005881
261 21 5.233376 48 48 43976 3024 48000 43200 0.005824
261 13 5.252003 49 49 48000 0 49000 49759 0.005832
261 8 5.278666 48 48 45000 0 48000 48299 0.005858
261 9 5.233376 38 38 45011 0 38000 40302 0.005821
261 25 5.252003 51 51 57471 2209 51000 52073 0.005828
261 17 5.252003 38 38 42000 0 38000 39639 0.005855
281 21 5.233376 44 44 46943 4081 44000 39600 0.005830
281 30 5.252003 48 48 52819 3958 48000 48567 0.005833
281 16 5.233376 45 45 49084 0 45000 46798 0.005831
281 23 5.233376 48 48 43236 12689 48000 43200 0.005801
281 24 5.294363 43 43 37000 0 43000 38700 0.005895
281 19 5.294363 49 49 45000 0 49000 49099 0.005883
281 29 5.294363 48 48 45000 0 48000 48299 0.005883
281 28 5.294363 50 50 49000 0 50000 50779 0.005886
281 7 5.278666 55 55 52414 1586 55000 49500 0.005852
281 12 5.278666 51 51 48669 1331 51000 45900 0.005856
281 26 5.252003 50 50 49000 0 50000 50779 0.005826
281 22 5.252003 48 48 47000 0 48000 48739 0.005833
281 20 5.252003 49 49 46997 1003 49000 44100 0.005833
281 13 5.252003 50 50 49000 0 50000 50779 0.005831
281 17 5.252003 40 40 38000 0 40000 40359 0.005851
281 25 5.252003 53 53 44960 8249 53000 47700 0.005827
281 9 5.294363 41 41 38000 0 41000 41159 0.005883
281 8 5.278666 49 49 48000 0 49000 49759 0.005857
281 15 5.278666 47 47 46000 0 47000 47719 0.005879
281 27 5.252003 52 52 44300 6700 52000 46800 0.005821
281 18 5.252003 50 50 49000 0 50000 50779 0.005826
281 10 5.294363 51 51 44669 5331 51000 45900 0.005857
281 11 5.252003 47 47 46000 0 47000 47719 0.005838
281 14 5.278666 52 52 51000 0 52000 52819 0.005852
301 10 5.294363 46 46 45836 10495 46000 41400 0.005866
301 27 5.252003 47 47 46485 12215 47000 42300 0.005824
301 25 5.252003 48 48 44195 17054 48000 43200 0.005831
301 12 5.278666 46 46 47711 4620 46000 41400 0.005861
301 24 5.294363 39 39 43000 0 39000 40659 0.005902
301 23 5.233376 44 44 55710 4979 44000 45844 0.005806
301 26 5.315939 51 51 50000 0 51000 51799 0.005896
301 9 5.294363 42 42 41000 0 42000 42619 0.005882
301 8 5.278666 50 50 49000 0 50000 50779 0.005856
301 15 5.278666 48 48 45036 1964 48000 43200 0.005878
301 11 5.315939 48 48 47000 0 48000 48739 0.005907
301 14 5.278666 53 53 48828 3172 53000 47700 0.005851
301 18 5.315939 51 51 46222 3778 51000 45900 0.005891
301 17 5.315939 41 41 40000 0 41000 41599 0.005920
301 13 5.315939 51 51 48098 1902 51000 45900 0.005898
301 22 5.315939 49 49 48000 0 49000 49759 0.005902
301 28 5.294363 51 51 43228 6772 51000 45900 0.005885
301 29 5.294363 49 49 46165 1835 49000 44100 0.005882
301 19 5.294363 50 50 49000 0 50000 50779 0.005882
301 16 5.315939 47 47 45000 0 47000 47499 0.005918
301 30 5.315939 49 49 46661 5297 49000 44100 0.005896
301 21 5.233376 40 40 48081 0 40000 42577 0.005838
301 7 5.278666 50 50 48012 8574 50000 45000 0.005856
301 20 5.252003 45 45 50003 0 45000 47000 0.005838
321 7 5.278666 45 45 50288 8286 45000 40500 0.005861
321 30 5.315939 45 45 54297 0 45000 47945 0.005907
321 29 5.294363 45 45 47508 3327 45000 40500 0.005886
321 28 5.294363 46 46 46375 11397 46000 41400 0.005890
321 14 5.278666 48 48 56172 0 48000 50757 0.005856
321 12 5.278666 42 42 44381 6239 42000 37800 0.005866
321 25 5.252003 44 44 44955 20099 44000 39600 0.005835
321 27 5.252003 43 43 48663 10552 43000 38700 0.005829
321 10 5.294363 42 42 44870 11625 42000 37800 0.005871
321 24 5.294363 41 41 39000 0 41000 41379 0.005898
321 23 5.340400 46 46 48979 0 46000 47575 0.005922
321 9 5.294363 43 43 42000 0 43000 43639 0.005881
321 11 5.315939 49 49 47237 763 49000 44100 0.005906
321 22 5.315939 50 50 43939 5061 50000 45000 0.005901
321 19 5.294363 51 51 49394 606 51000 45900 0.005881
321 16 5.315939 48 48 34612 12388 48000 43200 0.005917
321 21 5.340400 43 43 40000 0 43000 43199 0.005950
321 20 5.340400 47 47 44812 188 47000 42300 0.005932
321 17 5.315939 42 42 41000 0 42000 42619 0.005918
321 8 5.340400 51 51 49542 458 51000 45900 0.005923
321 26 5.315939 52 52 46975 4025 52000 46800 0.005895
321 15 5.278666 44 44 49964 0 44000 46191 0.005884
321 18 5.315939 46 46 44067 10711 46000 41400 0.005899
321 13 5.315939 46 46 49341 3561 46000 41400 0.005905
341 13 5.315939 42 42 49561 0 42000 44503 0.005911
341 26 5.315939 47 47 45387 10638 47000 42300 0.005899
341 8 5.340400 46 46 49537 1921 46000 46515 0.005928
341 16 5.315939 44 44 48886 11502 44000 39600 0.005922
341 19 5.294363 46 46 47954 3652 46000 41400 0.005887
341 11 5.315939 45 45 49763 0 45000 46947 0.005911
341 27 5.252003 39 39 53552 0 39000 42981 0.005835
341 12 5.278666 38 38 42289 5950 38000 34200 0.005872
341 28 5.294363 42 42 57397 0 42000 46227 0.005897
341 14 5.355544 51 51 48000 0 51000 51359 0.005937
341 24 5.355544 42 42 41000 0 42000 42619 0.005964
341 9 5.355544 44 44 43000 0 44000 44659 0.005947
341 21 5.340400 44 44 43000 0 44000 44659 0.005948
341 15 5.355544 47 47 44000 0 47000 47279 0.005964
341 17 5.315939 43 43 42000 0 43000 43639 0.005916
341 23 5.340400 48 48 46000 0 48000 48519 0.005920
341 30 5.315939 48 48 45000 0 48000 48299 0.005904
341 7 5.278666 41 41 53286 0 41000 44522 0.005867
341 29 5.294363 41 41 47395 932 41000 42185 0.005893
341 25 5.252003 40 40 48378 15721 40000 36000 0.005841
341 10 5.294363 38 38 53625 0 38000 42197 0.005877
341 22 5.315939 45 45 51485 3576 45000 45939 0.005907
341 20 5.340400 43 43 47188 0 43000 44781 0.005938
341 18 5.315939 42 42 54380 2331 42000 44242 0.005905
361 8 5.340400 47 47 47921 0 47000 48142 0.005927
361 27 5.370793 43 43 39000 0 43000 38700 0.005960
361 28 5.370793 47 47 42000 0 47000 42300 0.005974
361 14 5.355544 52 52 51000 0 52000 52819 0.005936
361 17 5.370793 44 44 43000 0 44000 44659 0.005975
361 10 5.370793 43 43 38000 0 43000 38700 0.005955
361 18 5.370793 45 45 44331 0 45000 45752 0.005962
361 20 5.340400 45 45 43000 0 45000 45459 0.005935
361 22 5.370793 46 46 48576 0 46000 47486 0.005966
361 29 5.370793 43 43 41932 0 43000 43624 0.005974
361 7 5.370793 45 45 41000 0 45000 45019 0.005963
361 30 5.370793 49 49 48000 0 49000 49759 0.005963
361 23 5.340400 49 49 48000 0 49000 49759 0.005919
361 15 5.355544 48 48 47000 0 48000 48739 0.005962
361 21 5.340400 45 45 44000 0 45000 45679 0.005946
361 9 5.355544 45 45 44000 0 45000 45679 0.005945
361 24 5.355544 43 43 42000 0 43000 43639 0.005962
361 11 5.370793 47 47 45000 0 47000 47499 0.005969
361 13 5.370793 45 45 42000 0 45000 45239 0.005967
361 26 5.315939 43 43 57638 0 43000 47080 0.005904
361 16 5.315939 40 40 55502 0 40000 44210 0.005931
361 19 5.294363 42 42 49652 0 42000 44523 0.005893
361 12 5.278666 35 35 43950 0 35000 37668 0.005879
361 25 5.252003 36 36 55721 0 36000 41058 0.005850
381 28 5.370793 43 43 47000 0 43000 44739 0.005980
381 8 5.401208 49 49 47000 0 49000 49539 0.005992
381 14 5.355544 53 53 52000 0 53000 53839 0.005936
381 18 5.370793 46 46 45000 0 46000 46699 0.005961
381 20 5.401208 46 46 45000 0 46000 46699 0.006001
381 22 5.370793 48 48 46000 0 48000 48519 0.005964
381 29 5.370793 44 44 43000 0 44000 44659 0.005972
381 7 5.370793 46 46 45000 0 46000 46699 0.005962
381 30 5.370793 50 50 49000 0 50000 50779 0.005962
381 23 5.401208 50 50 49000 0 50000 50779 0.005985
381 15 5.355544 49 49 48000 0 49000 49759 0.005961
381 21 5.401208 46 46 45000 0 46000 46699 0.006012
381 9 5.355544 46 46 45000 0 46000 46699 0.005944
381 13 5.370793 46 46 45000 0 46000 46699 0.005966
