IT_NO ID MY_EMPLOYER_ID WAGE unemployment_benefit general_benefit
20 1441 29 5.000000 0.000000 1.500000
20 1438 9 5.000000 0.000000 1.500000
20 1429 17 5.000000 0.000000 1.500000
20 1425 25 5.000000 0.000000 1.500000
20 1424 25 5.000000 0.000000 1.500000
20 1421 22 5.000000 0.000000 1.500000
20 1418 18 5.000000 0.000000 1.500000
20 1417 23 5.000000 0.000000 1.500000
20 1416 29 5.000000 0.000000 1.500000
20 1411 26 5.000000 0.000000 1.500000
20 1410 17 5.000000 0.000000 1.500000
20 1409 20 5.000000 0.000000 1.500000
20 1407 15 5.000000 0.000000 1.500000
20 1399 10 5.000000 0.000000 1.500000
20 1396 22 5.000000 0.000000 1.500000
20 1394 18 5.000000 0.000000 1.500000
20 1392 10 5.000000 0.000000 1.500000
20 1391 19 5.000000 0.000000 1.500000
20 1390 15 5.000000 0.000000 1.500000
20 1386 14 5.000000 0.000000 1.500000
20 1385 21 5.000000 0.000000 1.500000
20 1384 16 5.000000 0.000000 1.500000
20 1383 23 5.000000 0.000000 1.500000
20 1382 19 5.000000 0.000000 1.500000
20 1381 20 5.000000 0.000000 1.500000
20 1380 30 5.000000 0.000000 1.500000
20 1377 22 5.000000 0.000000 1.500000
20 1375 15 5.000000 0.000000 1.500000
20 1374 20 5.000000 0.000000 1.500000
20 1373 24 5.000000 0.000000 1.500000
20 1372 29 5.000000 0.000000 1.500000
20 1371 24 5.000000 0.000000 1.500000
20 1370 14 5.000000 0.000000 1.500000
20 1369 21 5.000000 0.000000 1.500000
20 1368 17 5.000000 0.000000 1.500000
20 1367 21 5.000000 0.000000 1.500000
20 1366 23 5.000000 0.000000 1.500000
20 1365 23 5.000000 0.000000 1.500000
20 1364 29 5.000000 0.000000 1.500000
20 1361 26 5.000000 0.000000 1.500000
20 1360 24 5.000000 0.000000 1.500000
20 1359 8 5.000000 0.000000 1.500000
20 1358 21 5.000000 0.000000 1.500000
20 1357 20 5.000000 0.000000 1.500000
20 1352 18 5.000000 0.000000 1.500000
20 1351 23 5.000000 0.000000 1.500000
20 1350 14 5.000000 0.000000 1.500000
20 1348 23 5.000000 0.000000 1.500000
20 1345 21 5.000000 0.000000 1.500000
20 1342 19 5.000000 0.000000 1.500000
20 1341 11 5.000000 0.000000 1.500000
20 1335 23 5.000000 0.000000 1.500000
20 1330 15 5.000000 0.000000 1.500000
20 1329 16 5.000000 0.000000 1.500000
20 1323 11 5.000000 0.000000 1.500000
20 1322 21 5.000000 0.000000 1.500000
20 1320 24 5.000000 0.000000 1.500000
20 1319 25 5.000000 0.000000 1.500000
20 1317 29 5.000000 0.000000 1.500000
20 1316 17 5.000000 0.000000 1.500000
20 1315 26 5.000000 0.000000 1.500000
20 1314 10 5.000000 0.000000 1.500000
20 1310 16 5.000000 0.000000 1.500000
20 1307 27 5.000000 0.000000 1.500000
20 1306 16 5.000000 0.000000 1.500000
20 1305 17 5.000000 0.000000 1.500000
20 1304 24 5.000000 0.000000 1.500000
20 1303 14 5.000000 0.000000 1.500000
20 1300 18 5.000000 0.000000 1.500000
20 1296 25 5.000000 0.000000 1.500000
20 1294 7 5.000000 0.000000 1.500000
20 1293 23 5.000000 0.000000 1.500000
20 1287 26 5.000000 0.000000 1.500000
20 1285 10 5.000000 0.000000 1.500000
20 1284 19 5.000000 0.000000 1.500000
20 1283 9 5.000000 0.000000 1.500000
20 1282 11 5.000000 0.000000 1.500000
20 1281 16 5.000000 0.000000 1.500000
20 1280 20 5.000000 0.000000 1.500000
20 1279 30 5.000000 0.000000 1.500000
20 1276 27 5.000000 0.000000 1.500000
20 1272 23 5.000000 0.000000 1.500000
20 1270 19 5.000000 0.000000 1.500000
20 1269 17 5.000000 0.000000 1.500000
20 1268 25 5.000000 0.000000 1.500000
20 1267 28 5.000000 0.000000 1.500000
20 1266 25 5.000000 0.000000 1.500000
20 1264 12 5.000000 0.000000 1.500000
20 1263 9 5.000000 0.000000 1.500000
20 1262 19 5.000000 0.000000 1.500000
20 1260 16 5.000000 0.000000 1.500000
20 1259 19 5.000000 0.000000 1.500000
20 1257 15 5.000000 0.000000 1.500000
20 1255 17 5.000000 0.000000 1.500000
20 1254 29 5.000000 0.000000 1.500000
20 1252 21 5.000000 0.000000 1.500000
20 1251 18 5.000000 0.000000 1.500000
20 1250 22 5.000000 0.000000 1.500000
20 1249 25 5.000000 0.000000 1.500000
20 1248 10 5.000000 0.000000 1.500000
20 1247 20 5.000000 0.000000 1.500000
20 1245 19 5.000000 0.000000 1.500000
20 1243 28 5.000000 0.000000 1.500000
20 1242 18 5.000000 0.000000 1.500000
20 1241 12 5.000000 0.000000 1.500000
20 1239 10 5.000000 0.000000 1.500000
20 1238 11 5.000000 0.000000 1.500000
20 1235 7 5.000000 0.000000 1.500000
20 1234 13 5.000000 0.000000 1.500000
20 1233 7 5.000000 0.000000 1.500000
20 1232 13 5.000000 0.000000 1.500000
20 1231 24 5.000000 0.000000 1.500000
20 1228 26 5.000000 0.000000 1.500000
20 1227 26 5.000000 0.000000 1.500000
20 1226 14 5.000000 0.000000 1.500000
20 1225 16 5.000000 0.000000 1.500000
20 1224 28 5.000000 0.000000 1.500000
20 1222 21 5.000000 0.000000 1.500000
20 1221 15 5.000000 0.000000 1.500000
20 1220 7 5.000000 0.000000 1.500000
20 1219 11 5.000000 0.000000 1.500000
20 1218 7 5.000000 0.000000 1.500000
20 1217 9 5.000000 0.000000 1.500000
20 1215 22 5.000000 0.000000 1.500000
20 1214 23 5.000000 0.000000 1.500000
20 1213 29 5.000000 0.000000 1.500000
20 1212 30 5.000000 0.000000 1.500000
20 1210 16 5.000000 0.000000 1.500000
20 1207 15 5.000000 0.000000 1.500000
20 1206 19 5.000000 0.000000 1.500000
20 1204 30 5.000000 0.000000 1.500000
20 1203 25 5.000000 0.000000 1.500000
20 1200 21 5.000000 0.000000 1.500000
20 1198 8 5.000000 0.000000 1.500000
20 1197 14 5.000000 0.000000 1.500000
20 1196 7 5.000000 0.000000 1.500000
20 1194 18 5.000000 0.000000 1.500000
20 1189 25 5.000000 0.000000 1.500000
20 1188 23 5.000000 0.000000 1.500000
20 1187 25 5.000000 0.000000 1.500000
20 1185 15 5.000000 0.000000 1.500000
20 1182 28 5.000000 0.000000 1.500000
20 1181 16 5.000000 0.000000 1.500000
20 1180 29 5.000000 0.000000 1.500000
20 1179 22 5.000000 0.000000 1.500000
20 1177 23 5.000000 0.000000 1.500000
20 1175 11 5.000000 0.000000 1.500000
20 1174 14 5.000000 0.000000 1.500000
20 1173 9 5.000000 0.000000 1.500000
20 1172 13 5.000000 0.000000 1.500000
20 1171 8 5.000000 0.000000 1.500000
20 1170 16 5.000000 0.000000 1.500000
20 1169 10 5.000000 0.000000 1.500000
20 1168 21 5.000000 0.000000 1.500000
20 1167 29 5.000000 0.000000 1.500000
20 1164 14 5.000000 0.000000 1.500000
20 1163 10 5.000000 0.000000 1.500000
20 1161 23 5.000000 0.000000 1.500000
20 1159 12 5.000000 0.000000 1.500000
20 1156 12 5.000000 0.000000 1.500000
20 1155 29 5.000000 0.000000 1.500000
20 1153 17 5.000000 0.000000 1.500000
20 1152 12 5.000000 0.000000 1.500000
20 1151 10 5.000000 0.000000 1.500000
20 1149 18 5.000000 0.000000 1.500000
20 1147 22 5.000000 0.000000 1.500000
20 1143 26 5.000000 0.000000 1.500000
20 1142 25 5.000000 0.000000 1.500000
20 1140 11 5.000000 0.000000 1.500000
20 1138 18 5.000000 0.000000 1.500000
20 1137 24 5.000000 0.000000 1.500000
20 1136 14 5.000000 0.000000 1.500000
20 1135 12 5.000000 0.000000 1.500000
20 1134 27 5.000000 0.000000 1.500000
20 1132 18 5.000000 0.000000 1.500000
20 1130 10 5.000000 0.000000 1.500000
20 1129 7 5.000000 0.000000 1.500000
20 1128 15 5.000000 0.000000 1.500000
20 1127 12 5.000000 0.000000 1.500000
20 1125 21 5.000000 0.000000 1.500000
20 1124 30 5.000000 0.000000 1.500000
20 1123 7 5.000000 0.000000 1.500000
20 1122 18 5.000000 0.000000 1.500000
20 1120 17 5.000000 0.000000 1.500000
20 1119 30 5.000000 0.000000 1.500000
20 1118 11 5.000000 0.000000 1.500000
20 1115 9 5.000000 0.000000 1.500000
20 1114 11 5.000000 0.000000 1.500000
20 1113 19 5.000000 0.000000 1.500000
20 1112 7 5.000000 0.000000 1.500000
20 1111 7 5.000000 0.000000 1.500000
20 1110 10 5.000000 0.000000 1.500000
20 1109 23 5.000000 0.000000 1.500000
20 1107 9 5.000000 0.000000 1.500000
20 1106 30 5.000000 0.000000 1.500000
20 1105 7 5.000000 0.000000 1.500000
20 1104 10 5.000000 0.000000 1.500000
20 1103 25 5.000000 0.000000 1.500000
20 1101 9 5.000000 0.000000 1.500000
20 1100 7 5.000000 0.000000 1.500000
20 1099 9 5.000000 0.000000 1.500000
20 1097 16 5.000000 0.000000 1.500000
20 1096 21 5.000000 0.000000 1.500000
20 1094 25 5.000000 0.000000 1.500000
20 1093 24 5.000000 0.000000 1.500000
20 1092 26 5.000000 0.000000 1.500000
20 1089 21 5.000000 0.000000 1.500000
20 1087 19 5.000000 0.000000 1.500000
20 1086 18 5.000000 0.000000 1.500000
20 1084 26 5.000000 0.000000 1.500000
20 1080 20 5.000000 0.000000 1.500000
20 1079 8 5.000000 0.000000 1.500000
20 1077 17 5.000000 0.000000 1.500000
20 1076 22 5.000000 0.000000 1.500000
20 1075 28 5.000000 0.000000 1.500000
20 1073 14 5.000000 0.000000 1.500000
20 1072 10 5.000000 0.000000 1.500000
20 1068 8 5.000000 0.000000 1.500000
20 1067 10 5.000000 0.000000 1.500000
20 1066 29 5.000000 0.000000 1.500000
20 1060 17 5.000000 0.000000 1.500000
20 1059 8 5.000000 0.000000 1.500000
20 1058 17 5.000000 0.000000 1.500000
20 1055 20 5.000000 0.000000 1.500000
20 1054 13 5.000000 0.000000 1.500000
20 1052 22 5.000000 0.000000 1.500000
20 1051 8 5.000000 0.000000 1.500000
20 1048 7 5.000000 0.000000 1.500000
20 1047 7 5.000000 0.000000 1.500000
20 1046 12 5.000000 0.000000 1.500000
20 1045 19 5.000000 0.000000 1.500000
20 1044 28 5.000000 0.000000 1.500000
20 1043 14 5.000000 0.000000 1.500000
20 1042 14 5.000000 0.000000 1.500000
20 1038 15 5.000000 0.000000 1.500000
20 1037 19 5.000000 0.000000 1.500000
20 1035 8 5.000000 0.000000 1.500000
20 1032 29 5.000000 0.000000 1.500000
20 1031 25 5.000000 0.000000 1.500000
20 1030 13 5.000000 0.000000 1.500000
20 1029 8 5.000000 0.000000 1.500000
20 1028 23 5.000000 0.000000 1.500000
20 1027 17 5.000000 0.000000 1.500000
20 1026 21 5.000000 0.000000 1.500000
20 1020 28 5.000000 0.000000 1.500000
20 1019 8 5.000000 0.000000 1.500000
20 1018 22 5.000000 0.000000 1.500000
20 1017 20 5.000000 0.000000 1.500000
20 1016 18 5.000000 0.000000 1.500000
20 1012 17 5.000000 0.000000 1.500000
20 1011 28 5.000000 0.000000 1.500000
20 1010 18 5.000000 0.000000 1.500000
20 1007 28 5.000000 0.000000 1.500000
20 1006 7 5.000000 0.000000 1.500000
20 1005 25 5.000000 0.000000 1.500000
20 1004 11 5.000000 0.000000 1.500000
20 1002 17 5.000000 0.000000 1.500000
20 1000 11 5.000000 0.000000 1.500000
20 998 13 5.000000 0.000000 1.500000
20 997 10 5.000000 0.000000 1.500000
20 995 27 5.000000 0.000000 1.500000
20 994 22 5.000000 0.000000 1.500000
20 993 30 5.000000 0.000000 1.500000
20 991 16 5.000000 0.000000 1.500000
20 989 22 5.000000 0.000000 1.500000
20 987 29 5.000000 0.000000 1.500000
20 986 16 5.000000 0.000000 1.500000
20 985 19 5.000000 0.000000 1.500000
20 984 21 5.000000 0.000000 1.500000
20 983 18 5.000000 0.000000 1.500000
20 981 22 5.000000 0.000000 1.500000
20 978 8 5.000000 0.000000 1.500000
20 977 20 5.000000 0.000000 1.500000
20 975 7 5.000000 0.000000 1.500000
20 972 24 5.000000 0.000000 1.500000
20 970 12 5.000000 0.000000 1.500000
20 969 10 5.000000 0.000000 1.500000
20 968 28 5.000000 0.000000 1.500000
20 966 12 5.000000 0.000000 1.500000
20 965 13 5.000000 0.000000 1.500000
20 963 11 5.000000 0.000000 1.500000
20 961 7 5.000000 0.000000 1.500000
20 960 23 5.000000 0.000000 1.500000
20 959 29 5.000000 0.000000 1.500000
20 958 27 5.000000 0.000000 1.500000
20 956 15 5.000000 0.000000 1.500000
20 955 18 5.000000 0.000000 1.500000
20 954 7 5.000000 0.000000 1.500000
20 953 27 5.000000 0.000000 1.500000
20 952 12 5.000000 0.000000 1.500000
20 951 16 5.000000 0.000000 1.500000
20 950 13 5.000000 0.000000 1.500000
20 949 26 5.000000 0.000000 1.500000
20 947 21 5.000000 0.000000 1.500000
20 946 16 5.000000 0.000000 1.500000
20 942 19 5.000000 0.000000 1.500000
20 941 11 5.000000 0.000000 1.500000
20 940 9 5.000000 0.000000 1.500000
20 939 12 5.000000 0.000000 1.500000
20 938 20 5.000000 0.000000 1.500000
20 936 29 5.000000 0.000000 1.500000
20 935 24 5.000000 0.000000 1.500000
20 934 15 5.000000 0.000000 1.500000
20 933 10 5.000000 0.000000 1.500000
20 932 14 5.000000 0.000000 1.500000
20 930 28 5.000000 0.000000 1.500000
20 929 11 5.000000 0.000000 1.500000
20 928 9 5.000000 0.000000 1.500000
20 927 11 5.000000 0.000000 1.500000
20 924 26 5.000000 0.000000 1.500000
20 923 25 5.000000 0.000000 1.500000
20 920 9 5.000000 0.000000 1.500000
20 918 24 5.000000 0.000000 1.500000
20 917 7 5.000000 0.000000 1.500000
20 915 25 5.000000 0.000000 1.500000
20 914 16 5.000000 0.000000 1.500000
20 913 23 5.000000 0.000000 1.500000
20 911 24 5.000000 0.000000 1.500000
20 910 18 5.000000 0.000000 1.500000
20 907 30 5.000000 0.000000 1.500000
20 906 26 5.000000 0.000000 1.500000
20 903 23 5.000000 0.000000 1.500000
20 901 30 5.000000 0.000000 1.500000
20 900 22 5.000000 0.000000 1.500000
20 899 20 5.000000 0.000000 1.500000
20 897 22 5.000000 0.000000 1.500000
20 894 22 5.000000 0.000000 1.500000
20 893 29 5.000000 0.000000 1.500000
20 891 10 5.000000 0.000000 1.500000
20 890 8 5.000000 0.000000 1.500000
20 888 29 5.000000 0.000000 1.500000
20 887 14 5.000000 0.000000 1.500000
20 886 9 5.000000 0.000000 1.500000
20 884 30 5.000000 0.000000 1.500000
20 883 17 5.000000 0.000000 1.500000
20 882 23 5.000000 0.000000 1.500000
20 881 15 5.000000 0.000000 1.500000
20 880 21 5.000000 0.000000 1.500000
20 879 14 5.000000 0.000000 1.500000
20 878 11 5.000000 0.000000 1.500000
20 876 18 5.000000 0.000000 1.500000
20 875 20 5.000000 0.000000 1.500000
20 874 7 5.000000 0.000000 1.500000
20 870 17 5.000000 0.000000 1.500000
20 868 27 5.000000 0.000000 1.500000
20 867 20 5.000000 0.000000 1.500000
20 866 28 5.000000 0.000000 1.500000
20 865 17 5.000000 0.000000 1.500000
20 864 15 5.000000 0.000000 1.500000
20 863 16 5.000000 0.000000 1.500000
20 862 24 5.000000 0.000000 1.500000
20 860 27 5.000000 0.000000 1.500000
20 859 22 5.000000 0.000000 1.500000
20 858 12 5.000000 0.000000 1.500000
20 857 17 5.000000 0.000000 1.500000
20 856 15 5.000000 0.000000 1.500000
20 854 28 5.000000 0.000000 1.500000
20 853 14 5.000000 0.000000 1.500000
20 852 13 5.000000 0.000000 1.500000
20 851 26 5.000000 0.000000 1.500000
20 850 8 5.000000 0.000000 1.500000
20 847 8 5.000000 0.000000 1.500000
20 846 24 5.000000 0.000000 1.500000
20 845 29 5.000000 0.000000 1.500000
20 843 7 5.000000 0.000000 1.500000
20 838 29 5.000000 0.000000 1.500000
20 837 24 5.000000 0.000000 1.500000
20 835 27 5.000000 0.000000 1.500000
20 834 18 5.000000 0.000000 1.500000
20 832 20 5.000000 0.000000 1.500000
20 831 30 5.000000 0.000000 1.500000
20 828 30 5.000000 0.000000 1.500000
20 826 17 5.000000 0.000000 1.500000
20 825 22 5.000000 0.000000 1.500000
20 824 30 5.000000 0.000000 1.500000
20 819 12 5.000000 0.000000 1.500000
20 817 14 5.000000 0.000000 1.500000
20 814 15 5.000000 0.000000 1.500000
20 812 27 5.000000 0.000000 1.500000
20 811 15 5.000000 0.000000 1.500000
20 806 11 5.000000 0.000000 1.500000
20 804 23 5.000000 0.000000 1.500000
20 803 30 5.000000 0.000000 1.500000
20 802 8 5.000000 0.000000 1.500000
20 801 15 5.000000 0.000000 1.500000
20 800 9 5.000000 0.000000 1.500000
20 797 21 5.000000 0.000000 1.500000
20 796 8 5.000000 0.000000 1.500000
20 795 21 5.000000 0.000000 1.500000
20 794 16 5.000000 0.000000 1.500000
20 793 7 5.000000 0.000000 1.500000
20 792 24 5.000000 0.000000 1.500000
20 791 29 5.000000 0.000000 1.500000
20 790 24 5.000000 0.000000 1.500000
20 789 12 5.000000 0.000000 1.500000
20 787 26 5.000000 0.000000 1.500000
20 786 11 5.000000 0.000000 1.500000
20 782 10 5.000000 0.000000 1.500000
20 781 22 5.000000 0.000000 1.500000
20 779 12 5.000000 0.000000 1.500000
20 778 10 5.000000 0.000000 1.500000
20 777 21 5.000000 0.000000 1.500000
20 776 15 5.000000 0.000000 1.500000
20 774 13 5.000000 0.000000 1.500000
20 773 20 5.000000 0.000000 1.500000
20 772 10 5.000000 0.000000 1.500000
20 771 20 5.000000 0.000000 1.500000
20 769 7 5.000000 0.000000 1.500000
20 768 19 5.000000 0.000000 1.500000
20 767 26 5.000000 0.000000 1.500000
20 766 16 5.000000 0.000000 1.500000
20 762 27 5.000000 0.000000 1.500000
20 759 7 5.000000 0.000000 1.500000
20 757 25 5.000000 0.000000 1.500000
20 756 12 5.000000 0.000000 1.500000
20 755 11 5.000000 0.000000 1.500000
20 754 13 5.000000 0.000000 1.500000
20 753 16 5.000000 0.000000 1.500000
20 750 16 5.000000 0.000000 1.500000
20 749 30 5.000000 0.000000 1.500000
20 747 29 5.000000 0.000000 1.500000
20 742 9 5.000000 0.000000 1.500000
20 740 22 5.000000 0.000000 1.500000
20 739 23 5.000000 0.000000 1.500000
20 738 15 5.000000 0.000000 1.500000
20 736 17 5.000000 0.000000 1.500000
20 735 7 5.000000 0.000000 1.500000
20 732 28 5.000000 0.000000 1.500000
20 731 30 5.000000 0.000000 1.500000
20 729 12 5.000000 0.000000 1.500000
20 728 15 5.000000 0.000000 1.500000
20 727 7 5.000000 0.000000 1.500000
20 726 10 5.000000 0.000000 1.500000
20 725 24 5.000000 0.000000 1.500000
20 724 8 5.000000 0.000000 1.500000
20 721 20 5.000000 0.000000 1.500000
20 720 28 5.000000 0.000000 1.500000
20 719 24 5.000000 0.000000 1.500000
20 717 29 5.000000 0.000000 1.500000
20 716 30 5.000000 0.000000 1.500000
20 715 16 5.000000 0.000000 1.500000
20 714 23 5.000000 0.000000 1.500000
20 713 19 5.000000 0.000000 1.500000
20 712 19 5.000000 0.000000 1.500000
20 711 14 5.000000 0.000000 1.500000
20 710 20 5.000000 0.000000 1.500000
20 709 8 5.000000 0.000000 1.500000
20 708 24 5.000000 0.000000 1.500000
20 706 26 5.000000 0.000000 1.500000
20 704 27 5.000000 0.000000 1.500000
20 702 18 5.000000 0.000000 1.500000
20 701 18 5.000000 0.000000 1.500000
20 700 26 5.000000 0.000000 1.500000
20 698 20 5.000000 0.000000 1.500000
20 697 17 5.000000 0.000000 1.500000
20 696 18 5.000000 0.000000 1.500000
20 693 18 5.000000 0.000000 1.500000
20 692 28 5.000000 0.000000 1.500000
20 691 21 5.000000 0.000000 1.500000
20 689 7 5.000000 0.000000 1.500000
20 687 12 5.000000 0.000000 1.500000
20 684 14 5.000000 0.000000 1.500000
20 682 15 5.000000 0.000000 1.500000
20 681 10 5.000000 0.000000 1.500000
20 679 9 5.000000 0.000000 1.500000
20 678 26 5.000000 0.000000 1.500000
20 677 7 5.000000 0.000000 1.500000
20 675 11 5.000000 0.000000 1.500000
20 674 19 5.000000 0.000000 1.500000
20 671 25 5.000000 0.000000 1.500000
20 669 23 5.000000 0.000000 1.500000
20 668 27 5.000000 0.000000 1.500000
20 667 29 5.000000 0.000000 1.500000
20 666 12 5.000000 0.000000 1.500000
20 665 20 5.000000 0.000000 1.500000
20 664 8 5.000000 0.000000 1.500000
20 663 8 5.000000 0.000000 1.500000
20 661 30 5.000000 0.000000 1.500000
20 660 14 5.000000 0.000000 1.500000
20 655 10 5.000000 0.000000 1.500000
20 654 9 5.000000 0.000000 1.500000
20 653 27 5.000000 0.000000 1.500000
20 650 24 5.000000 0.000000 1.500000
20 647 18 5.000000 0.000000 1.500000
20 646 22 5.000000 0.000000 1.500000
20 644 15 5.000000 0.000000 1.500000
20 639 18 5.000000 0.000000 1.500000
20 638 21 5.000000 0.000000 1.500000
20 636 12 5.000000 0.000000 1.500000
20 635 16 5.000000 0.000000 1.500000
20 634 24 5.000000 0.000000 1.500000
20 633 9 5.000000 0.000000 1.500000
20 632 25 5.000000 0.000000 1.500000
20 630 14 5.000000 0.000000 1.500000
20 629 8 5.000000 0.000000 1.500000
20 628 10 5.000000 0.000000 1.500000
20 623 11 5.000000 0.000000 1.500000
20 620 24 5.000000 0.000000 1.500000
20 617 24 5.000000 0.000000 1.500000
20 616 9 5.000000 0.000000 1.500000
20 615 17 5.000000 0.000000 1.500000
20 614 7 5.000000 0.000000 1.500000
20 613 12 5.000000 0.000000 1.500000
20 610 30 5.000000 0.000000 1.500000
20 609 27 5.000000 0.000000 1.500000
